id,home_team_id,away_team_id,home_abbrev,away_abbrev,date,week,season,home_score,away_score,temp,humd,wind,cond,spread,ou,home_moneyline,away_moneyline,playoffs,neutral
38,17,4,MIA,BUF,10/4/09,4,2009,38,10,88,57,10,Sunny,1,37.5,0,0,0,0
39,17,20,MIA,NO,10/25/09,7,2009,34,46,89,57,2,Sunny,6.5,47,0,0,0,0
40,17,30,MIA,TB,11/15/09,10,2009,25,23,80,43,9,Sunny,-10,43,0,0,0,0
41,5,17,CAR,MIA,11/19/09,11,2009,17,24,56,81,2,Cloudy,-3,43,0,0,0,0
42,4,17,BUF,MIA,11/29/09,12,2009,31,14,49,64,15,Sunny,3.5,39.5,0,0,0,0
43,15,17,JAC,MIA,12/13/09,14,2009,10,14,75,84,13,Chance Rain,-1,44,0,0,0,0
44,31,17,TEN,MIA,12/20/09,15,2009,27,24,35,72,5,Cloudy,-3.5,42,0,0,0,0
45,17,13,MIA,HOU,12/27/09,16,2009,20,27,75,65,6,Sunny,-3,45,0,0,0,0
46,17,25,MIA,PIT,1/3/10,17,2009,24,30,60,44,11,Partly Cloudy,3,44.5,0,0,0,0
47,4,30,BUF,TB,9/20/09,2,2009,33,20,74,47,4,Sunny,-4,42,0,0,0,0
48,4,20,BUF,NO,9/27/09,3,2009,7,27,64,85,9,Cloudy,6,51.5,0,0,0,0
49,4,8,BUF,CLE,10/11/09,5,2009,3,6,47,54,13,Mostly Sunny,-6,40.5,0,0,0,0
50,5,4,CAR,BUF,10/25/09,7,2009,9,20,67,49,9,Mostly Cloudy,-7,37,0,0,0,0
51,4,13,BUF,HOU,11/1/09,8,2009,10,31,49,47,5,Partly Cloudy,3.5,41,0,0,0,0
52,31,4,TEN,BUF,11/15/09,10,2009,41,17,68,50,5,Sunny,-7,41,0,0,0,0
53,15,4,JAC,BUF,11/22/09,11,2009,18,15,74,85,10,Light Rain,-9,42.5,0,0,0,0
54,16,4,KC,BUF,12/13/09,14,2009,10,16,42,80,4,Mostly Cloudy,1,37,0,0,0,0
55,2,4,ATL,BUF,12/27/09,16,2009,31,3,0,0,0,Dome,-9.5,41,0,0,0,0
56,4,14,BUF,IND,1/3/10,17,2009,30,7,12,81,12,Snow,-9,34.5,0,0,0,0
57,7,10,CIN,DEN,9/13/09,1,2009,7,12,73,47,7,Sunny,-4.5,43,0,0,0,0
58,12,7,GB,CIN,9/20/09,2,2009,24,31,68,54,7,Sunny,-9.5,41.5,0,0,0,0
59,7,25,CIN,PIT,9/27/09,3,2009,23,20,65,76,9,Mostly Cloudy,3.5,37,0,0,0,0
60,8,7,CLE,CIN,10/4/09,4,2009,20,23,58,66,15,Cloudy,6,38,0,0,0,0
61,3,7,BAL,CIN,10/11/09,5,2009,14,17,64,51,3,Sunny,-9,42,0,0,0,0
62,7,13,CIN,HOU,10/18/09,6,2009,17,28,49,47,2,Sunny,-5,46,0,0,0,0
63,7,6,CIN,CHI,10/25/09,7,2009,45,10,61,40,7,Partly Cloudy,-1,42.5,0,0,0,0
64,7,3,CIN,BAL,11/8/09,9,2009,17,7,67,48,7,Sunny,3,44,0,0,0,0
65,25,7,PIT,CIN,11/15/09,10,2009,12,18,64,55,4,Cloudy,-7,41.5,0,0,0,0
66,23,7,OAK,CIN,11/22/09,11,2009,20,17,54,84,8,Cloudy,9.5,36,0,0,0,0
67,7,8,CIN,CLE,11/29/09,12,2009,16,7,59,41,15,Partly Cloudy,-14,39,0,0,0,0
68,7,11,CIN,DET,12/6/09,13,2009,23,13,34,49,7,Partly Cloudy,-13,42,0,0,0,0
69,18,7,MIN,CIN,12/13/09,14,2009,30,10,68,0,0,Dome,-6.5,43,0,0,0,0
70,26,7,SD,CIN,12/20/09,15,2009,27,24,72,54,8,Sunny,-7,43.5,0,0,0,0
71,7,16,CIN,KC,12/27/09,16,2009,17,10,41,50,14,Partly Cloudy,-13.5,40.5,0,0,0,0
72,3,16,BAL,KC,9/13/09,1,2009,38,24,76,68,5,Partly Cloudy,-13,36,0,0,0,0
73,26,3,SD,BAL,9/20/09,2,2009,26,31,83,50,8,Sunny,-3,40.5,0,0,0,0
74,3,8,BAL,CLE,9/27/09,3,2009,34,3,72,96,6,Partly Sunny,-13.5,38.5,0,0,0,0
75,18,3,MIN,BAL,10/18/09,6,2009,33,31,67,0,0,Dome,-3,44,0,0,0,0
76,3,10,BAL,DEN,11/1/09,8,2009,30,7,56,75,8,Rain,-3.5,41.5,0,0,0,0
77,8,3,CLE,BAL,11/16/09,10,2009,0,16,46,0,16,Fair,10,40,0,0,0,0
78,3,14,BAL,IND,11/22/09,11,2009,15,17,56,52,7,Sunny,1,44.5,0,0,0,0
79,3,25,BAL,PIT,11/29/09,12,2009,20,17,58,64,5,Partly Cloudy,0,39,0,0,0,0
80,12,3,GB,BAL,12/7/09,13,2009,27,14,21,77,4,Clear,-3,43.5,0,0,0,0
81,3,11,BAL,DET,12/13/09,14,2009,48,3,36,0,3,Rain,-13.5,39.5,0,0,0,0
82,3,6,BAL,CHI,12/20/09,15,2009,31,7,32,58,19,Clear,-10.5,40,0,0,0,0
83,25,3,PIT,BAL,12/27/09,16,2009,23,20,39,49,9,Mostly Cloudy,-3,42,0,0,0,0
84,23,3,OAK,BAL,1/3/10,17,2009,13,21,54,80,6,Sunny,10.5,38,0,0,0,0
86,25,31,PIT,TEN,9/10/09,1,2009,13,10,67,54,9,Mostly Cloudy,-6,35,0,0,0,0
87,6,25,CHI,PIT,9/20/09,2,2009,17,14,70,63,13,Chance Rain,3,37.5,0,0,0,0
88,25,26,PIT,SD,10/4/09,4,2009,38,28,54,66,4,Cloudy,-6.5,43,0,0,0,0
89,11,25,DET,PIT,10/11/09,5,2009,20,28,68,0,0,Dome,10.5,44,0,0,0,0
90,25,8,PIT,CLE,10/18/09,6,2009,27,14,41,77,9,Cloudy,-14,38,0,0,0,0
91,25,18,PIT,MIN,10/25/09,7,2009,27,17,52,57,5,Sunny,-6,45.5,0,0,0,0
92,10,25,DEN,PIT,11/9/09,9,2009,10,28,55,37,7,Clear,3,39.5,0,0,0,0
93,16,25,KC,PIT,11/22/09,11,2009,27,24,55,62,8,Cloudy,10,40,0,0,0,0
94,25,23,PIT,OAK,12/6/09,13,2009,24,27,28,54,6,Mostly Cloudy,-15,37,0,0,0,0
95,8,25,CLE,PIT,12/10/09,14,2009,13,6,15,0,37,Clear,10,34,0,0,0,0
96,25,12,PIT,GB,12/20/09,15,2009,37,36,30,56,10,Cloudy,-1,41,0,0,0,0
97,8,18,CLE,MIN,9/13/09,1,2009,20,34,70,0,9,Sunny,3.5,39.5,0,0,0,0
98,10,8,DEN,CLE,9/20/09,2,2009,27,6,82,20,9,Partly Cloudy,-3,39,0,0,0,0
99,8,12,CLE,GB,10/25/09,7,2009,3,31,50,45,12,Sunny,9,41,0,0,0,0
100,6,8,CHI,CLE,11/1/09,8,2009,30,6,50,46,8,Partly Cloudy,-13,40,0,0,0,0
101,11,8,DET,CLE,11/22/09,11,2009,38,37,68,0,0,Dome,-3.5,38,0,0,0,0
102,8,26,CLE,SD,12/6/09,13,2009,23,30,34,44,8,Sunny,13.5,42.5,0,0,0,0
103,16,8,KC,CLE,12/20/09,15,2009,34,41,39,65,15,Partly Sunny,-1,37,0,0,0,0
104,8,23,CLE,OAK,12/27/09,16,2009,23,9,34,84,9,Cloudy,-3,38,0,0,0,0
105,8,15,CLE,JAC,1/3/10,17,2009,23,17,16,81,20,Snow,-1,37,0,0,0,0
106,14,15,IND,JAC,9/13/09,1,2009,14,12,74,46,8,Sunny,-7,45,0,0,0,0
107,15,1,JAC,ARI,9/20/09,2,2009,17,31,83,74,8,Chance Rain,-3.5,42.5,0,0,0,0
108,13,15,HOU,JAC,9/27/09,3,2009,24,31,85,68,5,Sunny,-3.5,47,0,0,0,0
109,15,31,JAC,TEN,10/4/09,4,2009,37,17,79,68,5,Chance Rain,3,42,0,0,0,0
110,28,15,SEA,JAC,10/11/09,5,2009,41,0,55,32,0,Sunny,-1,44,0,0,0,0
111,15,29,JAC,STL,10/18/09,6,2009,23,20,57,53,17,Clear,-9.5,43,0,0,0,0
112,31,15,TEN,JAC,11/1/09,8,2009,30,13,59,40,11,Sunny,-3,45,0,0,0,0
113,15,16,JAC,KC,11/8/09,9,2009,24,21,75,55,12,Sunny,-6.5,41.5,0,0,0,0
114,27,15,SF,JAC,11/29/09,12,2009,20,3,68,20,0,Sunny,-3.5,41.5,0,0,0,0
115,15,13,JAC,HOU,12/6/09,13,2009,23,18,54,71,6,,-1,46.5,0,0,0,0
116,15,14,JAC,IND,12/17/09,15,2009,31,35,56,85,10,Chance Rain,3,43,0,0,0,0
117,31,13,TEN,HOU,9/20/09,2,2009,31,34,77,83,13,Cloudy,-6.5,41,0,0,0,0
118,31,14,TEN,IND,10/11/09,5,2009,9,31,57,75,4,Clear,3.5,45.5,0,0,0,0
119,27,31,SF,TEN,11/8/09,9,2009,27,34,63,57,5,Sunny,-4,40.5,0,0,0,0
120,13,31,HOU,TEN,11/23/09,11,2009,17,20,0,0,0,Closed Roof,-4.5,48,0,0,0,0
121,31,1,TEN,ARI,11/29/09,12,2009,20,17,59,52,9,Cloudy,-3,46,0,0,0,0
122,14,31,IND,TEN,12/6/09,13,2009,27,17,0,0,0,Closed Roof,-6.5,46,0,0,0,0
123,31,29,TEN,STL,12/13/09,14,2009,47,7,54,87,0,Cloudy,-13,41.5,0,0,0,0
124,31,26,TEN,SD,12/25/09,16,2009,17,42,33,70,7,Cloudy,-1,47.5,0,0,0,0
125,28,31,SEA,TEN,1/3/10,17,2009,13,17,46,85,0,Cloudy,4.5,44.5,0,0,0,0
126,13,23,HOU,OAK,10/4/09,4,2009,29,6,0,0,0,Closed Roof,-9,42.5,0,0,0,0
127,1,13,ARI,HOU,10/11/09,5,2009,28,21,0,0,0,Closed Roof,-6,50,0,0,0,0
128,13,27,HOU,SF,10/25/09,7,2009,24,21,0,0,0,Closed Roof,-3,44,0,0,0,0
129,14,13,IND,HOU,11/8/09,9,2009,20,17,69,53,9,Sunny,-9,48.5,0,0,0,0
130,13,14,HOU,IND,11/29/09,12,2009,27,35,0,0,0,Closed Roof,3.5,47.5,0,0,0,0
131,13,28,HOU,SEA,12/13/09,14,2009,34,7,0,0,0,Closed Roof,-6.5,44.5,0,0,0,0
132,29,13,STL,HOU,12/20/09,15,2009,13,16,0,0,0,Dome,13,43.5,0,0,0,0
133,1,14,ARI,IND,9/27/09,3,2009,10,31,0,0,0,Closed Roof,-3,48,0,0,0,0
134,14,28,IND,SEA,10/4/09,4,2009,34,17,56,65,7,Cloudy,-10.5,44.5,0,0,0,0
135,29,14,STL,IND,10/25/09,7,2009,6,42,0,0,0,Dome,13.5,45,0,0,0,0
136,14,27,IND,SF,11/1/09,8,2009,18,14,49,49,1,Sunny,-12,44.5,0,0,0,0
137,14,10,IND,DEN,12/13/09,14,2009,28,16,0,0,0,Closed Roof,-7,44,0,0,0,0
139,23,26,OAK,SD,9/14/09,1,2009,20,24,63,86,12,,9.5,43,0,0,0,0
140,16,23,KC,OAK,9/20/09,2,2009,10,13,72,70,5,Partly Cloudy,-3,38.5,0,0,0,0
141,23,10,OAK,DEN,9/27/09,3,2009,3,23,81,49,6,Sunny,1,36.5,0,0,0,0
142,21,23,NYG,OAK,10/11/09,5,2009,44,7,61,45,10,Sunny,-15,37.5,0,0,0,0
143,23,24,OAK,PHI,10/18/09,6,2009,13,9,62,73,15,Partly Cloudy,14,40.5,0,0,0,0
144,26,23,SD,OAK,11/1/09,8,2009,24,16,78,26,8,Sunny,-16.5,41,0,0,0,0
145,23,16,OAK,KC,11/15/09,10,2009,10,16,60,47,5,Sunny,-2,36.5,0,0,0,0
146,9,23,DAL,OAK,11/26/09,12,2009,24,7,0,0,0,Closed Roof,-14,40.5,0,0,0,0
147,23,32,OAK,WSH,12/13/09,14,2009,13,34,52,93,9,Rain,1,37.5,0,0,0,0
148,10,23,DEN,OAK,12/20/09,15,2009,19,20,57,26,6,Sunny,-14,37.5,0,0,0,0
149,24,16,PHI,KC,9/27/09,3,2009,34,14,69,84,6,Partly Cloudy,-9,40,0,0,0,0
150,16,21,KC,NYG,10/4/09,4,2009,16,27,59,50,10,Sunny,9,42.5,0,0,0,0
151,16,9,KC,DAL,10/11/09,5,2009,20,26,40,60,8,Cloudy,9,42.5,0,0,0,0
152,32,16,WSH,KC,10/18/09,6,2009,6,14,45,79,13,Cloudy,-6.5,37,0,0,0,0
153,16,26,KC,SD,10/25/09,7,2009,7,37,58,4,10,Chance Rain,4.5,44,0,0,0,0
154,26,16,SD,KC,11/29/09,12,2009,43,14,63,60,8,Sunny,-14,44.5,0,0,0,0
155,16,10,KC,DEN,12/6/09,13,2009,13,44,37,45,6,Cloudy,5,38,0,0,0,0
156,10,16,DEN,KC,1/3/10,17,2009,24,44,36,63,6,Mostly Cloudy,-12.5,38,0,0,0,0
157,26,10,SD,DEN,10/19/09,6,2009,23,34,68,73,8,Clear,-3.5,43.5,0,0,0,0
158,21,26,NYG,SD,11/8/09,9,2009,20,21,71,39,2,Sunny,-4.5,47.5,0,0,0,0
159,26,24,SD,PHI,11/15/09,10,2009,31,23,71,58,8,Sunny,-1,47,0,0,0,0
160,10,26,DEN,SD,11/22/09,11,2009,3,32,51,25,3,Sunny,-4,44,0,0,0,0
161,9,26,DAL,SD,12/13/09,14,2009,17,20,0,0,0,Closed Roof,-3,48.5,0,0,0,0
162,26,32,SD,WSH,1/3/10,17,2009,23,20,74,46,8,Sunny,-4,39.5,0,0,0,0
163,10,9,DEN,DAL,10/4/09,4,2009,17,10,55,45,6,Partly Cloudy,3,42.5,0,0,0,0
164,32,10,WSH,DEN,11/15/09,10,2009,27,17,70,77,0,Sunny,3.5,36.5,0,0,0,0
165,10,21,DEN,NYG,11/26/09,12,2009,26,6,57,15,0,Clear,7,41.5,0,0,0,0
166,24,10,PHI,DEN,12/27/09,16,2009,30,27,45,52,7,Sunny,-7,41.5,0,0,0,0
167,30,9,TB,DAL,9/13/09,1,2009,21,34,85,82,6,Cloudy,5.5,39,0,0,0,0
168,9,21,DAL,NYG,9/20/09,2,2009,31,33,84,50,7,Partly Cloudy,-3,45,0,0,0,0
169,9,5,DAL,CAR,9/28/09,3,2009,21,7,0,0,0,Closed Roof,-9,47.5,0,0,0,0
170,9,2,DAL,ATL,10/25/09,7,2009,37,21,0,0,0,Closed Roof,-4,47.5,0,0,0,0
171,9,28,DAL,SEA,11/1/09,8,2009,38,17,0,0,0,Closed Roof,-9.5,46,0,0,0,0
172,24,9,PHI,DAL,11/8/09,9,2009,16,20,61,61,1,Cloudy,-3,49,0,0,0,0
173,12,9,GB,DAL,11/15/09,10,2009,17,7,47,43,10,Clear,3,47.5,0,0,0,0
174,9,32,DAL,WSH,11/22/09,11,2009,7,6,0,0,0,Closed Roof,-11,41.5,0,0,0,0
175,21,9,NYG,DAL,12/6/09,13,2009,31,24,37,46,8,Clear,1,45.5,0,0,0,0
176,20,9,NO,DAL,12/19/09,15,2009,17,24,0,0,0,Dome,-9,53,0,0,0,0
177,32,9,WSH,DAL,12/27/09,16,2009,0,17,37,53,8,Clear,7,42,0,0,0,0
178,9,24,DAL,PHI,1/3/10,17,2009,24,0,0,0,0,Closed Roof,-3,47.5,0,0,0,0
181,5,24,CAR,PHI,9/13/09,1,2009,10,38,82,61,5,Sunny,3,43.5,0,0,0,0
182,24,20,PHI,NO,9/20/09,2,2009,22,48,68,53,2,Sunny,-1,46,0,0,0,0
183,24,30,PHI,TB,10/11/09,5,2009,33,14,62,45,7,Mostly Sunny,-15,42,0,0,0,0
184,32,24,WSH,PHI,10/26/09,7,2009,17,27,57,47,8,Cloudy,7,37.5,0,0,0,0
185,24,21,PHI,NYG,11/1/09,8,2009,40,17,56,55,10,Cloudy,1,44,0,0,0,0
186,6,24,CHI,PHI,11/22/09,11,2009,20,24,47,87,5,Cloudy,3,44.5,0,0,0,0
187,24,32,PHI,WSH,11/29/09,12,2009,27,24,56,52,10,Sunny,-9,40.5,0,0,0,0
188,2,24,ATL,PHI,12/6/09,13,2009,7,34,0,0,0,Dome,5,43.5,0,0,0,0
189,21,24,NYG,PHI,12/13/09,14,2009,38,45,42,91,0,Cloudy,-1,44,0,0,0,0
190,24,27,PHI,SF,12/20/09,15,2009,27,13,32,44,18,Mostly Cloudy,-9,42,0,0,0,0
191,21,32,NYG,WSH,9/13/09,1,2009,23,17,80,41,8,Sunny,-6.5,37.5,0,0,0,0
192,30,21,TB,NYG,9/27/09,3,2009,0,24,88,75,12,Cloudy,6.5,45.5,0,0,0,0
193,20,21,NO,NYG,10/18/09,6,2009,48,27,56,0,0,Dome,-3.5,47,0,0,0,0
194,21,1,NYG,ARI,10/25/09,7,2009,17,24,57,43,3,Clear,-7,46,0,0,0,0
195,21,2,NYG,ATL,11/22/09,11,2009,34,31,53,54,10,Sunny,-6.5,46,0,0,0,0
196,32,21,WSH,NYG,12/21/09,15,2009,12,45,38,60,12,Cloudy,1,43,0,0,0,0
197,21,5,NYG,CAR,12/27/09,16,2009,9,41,50,39,12,Sunny,-7,42.5,0,0,0,0
198,18,21,MIN,NYG,1/3/10,17,2009,44,7,68,0,0,Dome,-9,47.5,0,0,0,0
199,32,29,WSH,STL,9/20/09,2,2009,9,7,72,62,7,Sunny,-10,37,0,0,0,0
200,11,32,DET,WSH,9/27/09,3,2009,19,14,68,0,0,Dome,6.5,38.5,0,0,0,0
201,32,30,WSH,TB,10/4/09,4,2009,16,13,69,64,10,Sunny,-9,37,0,0,0,0
202,5,32,CAR,WSH,10/11/09,5,2009,20,17,70,68,7,Partly Cloudy,-4,37.5,0,0,0,0
203,2,32,ATL,WSH,11/8/09,9,2009,31,17,0,0,0,Dome,-10,41,0,0,0,0
204,32,20,WSH,NO,12/6/09,13,2009,30,33,36,52,9,Sunny,9.5,47,0,0,0,0
205,11,18,DET,MIN,9/20/09,2,2009,13,27,68,0,0,Dome,10,45,0,0,0,0
206,18,27,MIN,SF,9/27/09,3,2009,27,24,68,0,0,Dome,-7,39,0,0,0,0
207,18,12,MIN,GB,10/5/09,4,2009,30,23,68,0,0,Dome,-3.5,45,0,0,0,0
208,29,18,STL,MIN,10/11/09,5,2009,10,38,0,0,0,Dome,10,41,0,0,0,0
209,12,18,GB,MIN,11/1/09,8,2009,26,38,48,56,6,Mostly Cloudy,-3,47,0,0,0,0
210,18,11,MIN,DET,11/15/09,10,2009,27,10,67,0,0,Dome,-16.5,47,0,0,0,0
211,18,28,MIN,SEA,11/22/09,11,2009,35,9,68,0,0,Dome,-10.5,46,0,0,0,0
212,18,6,MIN,CHI,11/29/09,12,2009,36,10,0,0,0,Dome,-11,46.5,0,0,0,0
213,1,18,ARI,MIN,12/6/09,13,2009,30,17,0,0,0,,3.5,48.5,0,0,0,0
214,5,18,CAR,MIN,12/20/09,15,2009,26,7,37,43,5,Partly Cloudy,9,42,0,0,0,0
215,6,18,CHI,MIN,12/28/09,16,2009,36,30,26,54,9,Partly Cloudy,7,41,0,0,0,0
217,12,6,GB,CHI,9/13/09,1,2009,21,15,76,59,0,Clear,-3.5,46,0,0,0,0
218,29,12,STL,GB,9/27/09,3,2009,17,36,0,0,0,Dome,6.5,41,0,0,0,0
219,12,11,GB,DET,10/18/09,6,2009,26,0,46,65,13,Sunny,-13.5,47.5,0,0,0,0
220,30,12,TB,GB,11/8/09,9,2009,38,28,82,48,19,Sunny,9.5,43.5,0,0,0,0
221,12,27,GB,SF,11/22/09,11,2009,30,24,53,77,13,Partly Sunny,-6.5,42,0,0,0,0
222,11,12,DET,GB,11/26/09,12,2009,12,34,68,0,0,Dome,10.5,47,0,0,0,0
223,6,12,CHI,GB,12/13/09,14,2009,14,21,38,82,8,Cloudy,3,41,0,0,0,0
224,12,28,GB,SEA,12/27/09,16,2009,48,10,18,96,5,Partly Cloudy,-14,41.5,0,0,0,0
225,1,12,ARI,GB,1/3/10,17,2009,7,33,0,0,0,,-3.5,44,0,0,0,0
227,28,6,SEA,CHI,9/27/09,3,2009,19,25,60,61,7,Sunny,1,37,0,0,0,0
228,6,11,CHI,DET,10/4/09,4,2009,48,24,53,70,14,Partly Cloudy,-10,39.5,0,0,0,0
229,2,6,ATL,CHI,10/18/09,6,2009,21,14,0,0,0,Dome,-3.5,45.5,0,0,0,0
230,6,1,CHI,ARI,11/8/09,9,2009,21,41,65,71,12,Partly Cloudy,-3,44.5,0,0,0,0
231,27,6,SF,CHI,11/12/09,10,2009,10,6,60,51,18,Clear,-3,43.5,0,0,0,0
232,6,29,CHI,STL,12/6/09,13,2009,17,9,36,56,8,Partly Cloudy,-9,41,0,0,0,0
233,11,6,DET,CHI,1/3/10,17,2009,23,37,70,0,0,Dome,3,45,0,0,0,0
234,20,11,NO,DET,9/13/09,1,2009,45,27,81,0,0,Dome,-13,48.5,0,0,0,0
235,11,29,DET,STL,11/1/09,8,2009,10,17,68,0,0,Dome,-4,43.5,0,0,0,0
236,28,11,SEA,DET,11/8/09,9,2009,32,20,48,80,11,Cloudy,-10,42.5,0,0,0,0
237,11,1,DET,ARI,12/20/09,15,2009,24,31,68,0,0,Dome,12,46.5,0,0,0,0
238,27,11,SF,DET,12/27/09,16,2009,20,6,55,80,5,Sunny,-13,41,0,0,0,0
239,20,2,NO,ATL,11/2/09,8,2009,35,27,61,0,0,Dome,-10.5,54,0,0,0,0
240,20,5,NO,CAR,11/8/09,9,2009,30,20,71,0,0,Dome,-13,51.5,0,0,0,0
241,29,20,STL,NO,11/15/09,10,2009,23,28,0,0,0,Dome,13.5,49.5,0,0,0,0
242,30,20,TB,NO,11/22/09,11,2009,7,38,79,78,10,Cloudy,11,50.5,0,0,0,0
243,2,20,ATL,NO,12/13/09,14,2009,23,26,0,0,0,Dome,10,49.5,0,0,0,0
244,20,30,NO,TB,12/27/09,16,2009,17,20,53,0,0,Dome,-14,48.5,0,0,0,0
245,5,20,CAR,NO,1/3/10,17,2009,23,10,30,36,7,Partly Cloudy,-8.5,42.5,0,0,0,0
247,2,5,ATL,CAR,9/20/09,2,2009,28,20,0,0,0,Dome,-6.5,42.5,0,0,0,0
248,27,2,SF,ATL,10/11/09,5,2009,10,45,58,60,9,Cloudy,-2.5,41,0,0,0,0
249,5,2,CAR,ATL,11/15/09,10,2009,28,19,73,80,3,Sunny,1,43.5,0,0,0,0
250,2,30,ATL,TB,11/29/09,12,2009,20,17,61,0,0,Dome,-11.5,46,0,0,0,0
251,30,2,TB,ATL,1/3/10,17,2009,10,20,44,0,8,Cloudy,1,41.5,0,0,0,0
252,30,5,TB,CAR,10/18/09,6,2009,21,28,64,54,17,Sunny,3,39.5,0,0,0,0
253,1,5,ARI,CAR,11/1/09,8,2009,21,34,0,0,0,Closed Roof,-10,41.5,0,0,0,0
254,5,30,CAR,TB,12/6/09,13,2009,16,6,43,50,7,Mostly Sunny,-5.5,40.5,0,0,0,0
255,28,30,SEA,TB,12/20/09,15,2009,7,24,52,83,12,Cloudy,-6.5,39,0,0,0,0
256,1,27,ARI,SF,9/13/09,1,2009,16,20,0,0,0,Closed Roof,-6,46,0,0,0,0
257,28,1,SEA,ARI,10/18/09,6,2009,3,27,58,82,4,Cloudy,-3,46.5,0,0,0,0
258,1,28,ARI,SEA,11/15/09,10,2009,31,20,0,0,0,Closed Roof,-9,46.5,0,0,0,0
259,29,1,STL,ARI,11/22/09,11,2009,13,21,0,0,0,Dome,9,46.5,0,0,0,0
260,27,1,SF,ARI,12/14/09,14,2009,24,9,53,83,0,Mostly Cloudy,3,44.5,0,0,0,0
261,1,29,ARI,STL,12/27/09,16,2009,31,10,58,19,2,Sunny,-14,43.5,0,0,0,0
262,27,28,SF,SEA,9/20/09,2,2009,23,10,68,70,0,Sunny,-1,39,0,0,0,0
263,27,29,SF,STL,10/4/09,4,2009,35,0,60,51,17,Sunny,-9,37,0,0,0,0
264,28,27,SEA,SF,12/6/09,13,2009,20,17,35,57,6,Mostly Cloudy,-1,41.5,0,0,0,0
